Date,Date,Value,D-value,Rate,,,,
1024,2007/2/19,1391.05,22.45,0.01613889,,,,
1025,2007/3/19,1413.5,1.4,0.00099045,,,,
1026,2007/4/19,1414.9,-26.25,-0.01855255,,,,
1027,2007/5/19,1388.65,3.816666667,0.00274847,,,,
1028,,1392.466667,3.816666667,0.00274094,,,,
1029,,1396.283333,3.816666667,0.00273345,,,,
1030,2007/8/19,1400.1,-8.55,-0.00610671,,,,
1031,2007/9/19,1391.55,16.75,0.01203694,,,,
1032,2007/10/19,1408.3,5.45,0.00386991,,,,
1033,2007/11/19,1413.75,-6.15,-0.00435013,,,,
1034,2007/12/19,1407.6,1.6,0.00113669,,,,
1035,,1409.2,1.6,0.0011354,,,,
1036,,1410.8,1.6,0.00113411,,,,
1037,7/15/19,1412.4,-2.55,-0.00180544,,,,
1038,7/16/19,1409.85,0.5,0.00035465,,,,
1039,7/17/19,1410.35,7.1,0.00503421,,,,
1040,7/18/19,1417.45,22.25,0.0156972,,,,
1041,7/19/19,1439.7,-3.983333333,-0.00276678,,,,
1042,,1435.716667,-3.983333333,-0.00277446,,,,
1043,,1431.733333,-3.983333333,-0.00278218,,,,
1044,7/22/19,1427.75,-2.2,-0.00154089,,,,
1045,7/23/19,1425.55,1.4,0.00098208,,,,
1046,7/24/19,1426.95,-10.85,-0.00760363,,,,
1047,7/25/19,1416.1,4.3,0.00303651,,,,
1048,7/26/19,1420.4,-0.45,-0.00031681,,,,
1049,,1419.95,-0.45,-0.00031691,,,,
1050,,1419.5,-0.45,-0.00031701,,,,
1051,7/29/19,1419.05,6.85,0.00482717,,,,
1052,7/30/19,1425.9,1.65,0.00115716,,,,
1053,7/31/19,1427.55,-20.75,-0.01453539,,,,
1054,2008/1/19,1406.8,34.95,0.02484362,,,,
1055,2008/2/19,1441.75,7.833333333,0.00543321,,,,
1056,,1449.583333,7.833333333,0.00540385,,,,
1057,,1457.416667,7.833333333,0.00537481,,,,
1058,2008/5/19,1465.25,0,0,,,,
1059,2008/6/19,1465.25,40.8,0.02784508,,,,
1060,2008/7/19,1506.05,-10.3,-0.00683908,,,,
1061,2008/8/19,1495.75,1.95,0.00130369,,,,
1062,2008/9/19,1497.7,2.333333333,0.00155794,,,,
1063,,1500.033333,2.333333333,0.00155552,,,,
1064,,1502.366667,2.333333333,0.00155311,,,,
1065,2008/12/19,1504.7,-6.3,-0.00418688,,,,
1066,8/13/19,1498.4,14.85,0.00991057,,,,
1067,8/14/19,1513.25,2.4,0.00158599,,,,
1068,8/15/19,1515.65,-0.4,-0.00026391,,,,
1069,8/16/19,1515.25,-6.216666667,-0.00410273,,,,
1070,,1509.033333,-6.216666667,-0.00411964,,,,
1071,,1502.816667,-6.216666667,-0.00413668,,,,
1072,8/19/19,1496.6,7.95,0.00531204,,,,
1073,8/20/19,1504.55,-1.3,-0.00086405,,,,
1074,8/21/19,1503.25,-1.2,-0.00079827,,,,
1075,8/22/19,1502.05,1.75,0.00116507,,,,
1076,8/23/19,1503.8,7.2875,0.00484606,,,,
1077,,1511.0875,7.2875,0.00482269,,,,
1078,,1518.375,7.2875,0.00479954,,,,
1079,,1525.6625,7.2875,0.00477661,,,,
1080,8/27/19,1532.95,4.2,0.00273982,,,,
1081,8/28/19,1537.15,3.05,0.00198419,,,,
1082,8/29/19,1540.2,-11.8,-0.00766134,,,,
1083,8/30/19,1528.4,-0.816666667,-0.00053433,,,,
1084,,1527.583333,-0.816666667,-0.00053461,,,,
1085,,1526.766667,-0.816666667,-0.0005349,,,,
1086,2009/2/19,1525.95,11.9,0.00779842,,,,
1087,2009/3/19,1537.85,8.25,0.00536463,,,,
1088,2009/4/19,1546.1,-17,-0.01099541,,,,
1089,2009/5/19,1529.1,-5.4,-0.00353149,,,,
1090,2009/6/19,1523.7,-4.833333333,-0.0031721,,,,
1091,,1518.866667,-4.833333333,-0.0031822,,,,
1092,,1514.033333,-4.833333333,-0.00319236,,,,
1093,2009/9/19,1509.2,-10.95,-0.0072555,,,,
1094,2009/10/19,1498.25,-7.6,-0.00507258,,,,
1095,2009/11/19,1490.65,24.55,0.01646933,,,,
1096,2009/12/19,1515.2,-12.1,-0.00798574,,,,
1097,9/13/19,1503.1,-1.966666667,-0.00130841,,,,
1098,,1501.133333,-1.966666667,-0.00131012,,,,
1099,,1499.166667,-1.966666667,-0.00131184,,,,
1100,9/16/19,1497.2,4.9,0.00327278,,,,
1101,9/17/19,1502.1,1.4,0.00093203,,,,
1102,9/18/19,1503.5,-2.8,-0.00186232,,,,
1103,9/19/19,1500.7,1.2,0.00079963,,,,
1104,9/20/19,1501.9,6.733333333,0.00448321,,,,
1105,,1508.633333,6.733333333,0.0044632,,,,
1106,,1515.366667,6.733333333,0.00444337,,,,
1107,9/23/19,1522.1,-1.45,-0.00095263,,,,
1108,9/24/19,1520.65,8.1,0.00532667,,,,
1109,9/25/19,1528.75,-22.35,-0.01461979,,,,
1110,9/26/19,1506.4,-16.5,-0.01095327,,,,
1111,9/27/19,1489.9,-1.533333333,-0.00102915,,,,
1112,,1488.366667,-1.533333333,-0.00103021,,,,
1113,,1486.833333,-1.533333333,-0.00103127,,,,
1114,9/30/19,1485.3,-11.85,-0.00797819,,,,
1115,2010/1/19,1473.45,19.15,0.01299671,,,,
1116,2010/2/19,1492.6,24.5,0.01641431,,,,
1117,2010/3/19,1517.1,-17.95,-0.01183178,,,,
1118,2010/4/19,1499.15,0.7,0.00046693,,,,
1119,,1499.85,0.7,0.00046671,,,,
1120,,1500.55,0.7,0.0004665,,,,
1121,2010/7/19,1501.25,4.6,0.00306411,,,,
1122,2010/8/19,1505.85,1.4,0.00092971,,,,
1123,2010/9/19,1507.25,-12.45,-0.00826008,,,,
1124,2010/10/19,1494.8,-15.65,-0.01046963,,,,
1125,2010/11/19,1479.15,3.816666667,0.00258031,,,,
1126,,1482.966667,3.816666667,0.00257367,,,,
1127,,1486.783333,3.816666667,0.00256706,,,,
1128,10/14/19,1490.6,-2.8,-0.00187844,,,,
1129,10/15/19,1487.8,-2.7,-0.00181476,,,,
1130,10/16/19,1485.1,7.55,0.00508383,,,,
1131,10/17/19,1492.65,-2.65,-0.00177537,,,,
1132,10/18/19,1490,0.55,0.00036913,,,,
1133,,1490.55,0.55,0.00036899,,,,
1134,,1491.1,0.55,0.00036886,,,,
1135,10/21/19,1491.65,-6.3,-0.00422351,,,,
1136,10/22/19,1485.35,9.1,0.0061265,,,,
1137,10/23/19,1494.45,2.1,0.0014052,,,,
1138,10/24/19,1496.55,16.9,0.01129264,,,,
1139,10/25/19,1513.45,-7.016666667,-0.00463621,,,,
1140,,1506.433333,-7.016666667,-0.0046578,,,,
1141,,1499.416667,-7.016666667,-0.0046796,,,,
1142,10/28/19,1492.4,-5.65,-0.00378585,,,,
1143,10/29/19,1486.75,5.35,0.00359845,,,,
1144,10/30/19,1492.1,18.85,0.0126332,,,,
1145,10/31/19,1510.95,-2.15,-0.00142295,,,,
1146,2011/1/19,1508.8,0.216666667,0.0001436,,,,
1147,,1509.016667,0.216666667,0.00014358,,,,
1148,,1509.233333,0.216666667,0.00014356,,,,
1149,2011/4/19,1509.45,-20.5,-0.01358111,,,,
1150,2011/5/19,1488.95,-2.9,-0.00194768,,,,
1151,2011/6/19,1486.05,-1.8,-0.00121126,,,,
1152,2011/7/19,1484.25,-20.1,-0.01354219,,,,
1153,2011/8/19,1464.15,-1.816666667,-0.00124077,,,,
1154,,1462.333333,-1.816666667,-0.00124231,,,,
1155,,1460.516667,-1.816666667,-0.00124385,,,,
1156,2011/11/19,1458.7,-6.65,-0.00455885,,,,
1157,2011/12/19,1452.05,10.85,0.00747219,,,,
1158,11/13/19,1462.9,3.75,0.0025634,,,,
1159,11/14/19,1466.65,0.25,0.00017046,,,,
1160,11/15/19,1466.9,0.25,0.00017043,,,,
1161,,1467.15,0.25,0.0001704,,,,
1162,,1467.4,0.25,0.00017037,,,,
1163,11/18/19,1467.65,0.8,0.00054509,,,,
1164,11/19/19,1468.45,3.25,0.00221322,,,,
1165,11/20/19,1471.7,-4.65,-0.00315961,,,,
1166,11/21/19,1467.05,-2.6,-0.00177226,,,,
1167,11/22/19,1464.45,-2.016666667,-0.00137708,,,,
1168,,1462.433333,-2.016666667,-0.00137898,,,,
1169,,1460.416667,-2.016666667,-0.00138088,,,,
1170,11/25/19,1458.4,-3.75,-0.00257131,,,,
1171,11/26/19,1454.65,-0.3,-0.00020624,,,,
1172,11/27/19,1454.35,0.3,0.00020628,,,,
1173,11/28/19,1454.65,5.5,0.00378098,,,,
1174,11/29/19,1460.15,0.333333333,0.00022829,,,,
1175,,1460.483333,0.333333333,0.00022823,,,,
1176,,1460.816667,0.333333333,0.00022818,,,,
1177,2012/2/19,1461.15,16.15,0.01105294,,,,
1178,2012/3/19,1477.3,-2.2,-0.0014892,,,,
1179,2012/4/19,1475.1,0.85,0.00057623,,,,
1180,2012/5/19,1475.95,-16.3,-0.01104373,,,,
1181,2012/6/19,1459.65,0.683333333,0.00046815,,,,
1182,,1460.333333,0.683333333,0.00046793,,,,
1183,,1461.016667,0.683333333,0.00046771,,,,
1184,2012/9/19,1461.7,3.25,0.00222344,,,,
1185,2012/10/19,1464.95,1.85,0.00126284,,,,
1186,2012/11/19,1466.8,1,0.00068176,,,,
1187,2012/12/19,1467.8,-1.2,-0.00081755,,,,
1188,12/13/19,1466.6,3.766666667,0.0025683,,,,
1189,,1470.366667,3.766666667,0.00256172,,,,
1190,,1474.133333,3.766666667,0.00255517,,,,
1191,12/16/19,1477.9,-2.1,-0.00142094,,,,
1192,12/17/19,1475.8,-1.75,-0.0011858,,,,
1193,12/18/19,1474.05,2.65,0.00179777,,,,
1194,12/19/19,1476.7,2.3,0.00155753,,,,
1195,12/20/19,1479,1.033333333,0.00069867,,,,
1196,,1480.033333,1.033333333,0.00069818,,,,
1197,,1481.066667,1.033333333,0.0006977,,,,
1198,12/23/19,1482.1,7.35,0.00495918,,,,
1199,12/24/19,1489.45,7.35,0.00493471,,,,
1200,,1496.8,7.35,0.00491048,,,,
1201,,1504.15,7.35,0.00488648,,,,
1202,12/27/19,1511.5,1.083333333,0.00071673,,,,
1203,,1512.583333,1.083333333,0.00071621,,,,
1204,,1513.666667,1.083333333,0.0007157,,,,
1205,12/30/19,1514.75,4.116666667,0.00271772,,,,
1206,12/31/19,1518.866667,4.116666667,0.00271035,,,,
1207,,1522.983333,4.116666667,0.00270303,,,,
1208,2001/2/20,1527.1,21.65,0.0141772,,,,
1209,2001/3/20,1548.75,8.116666667,0.00524079,,,,
1210,,1556.866667,8.116666667,0.00521346,,,,
1211,,1564.983333,8.116666667,0.00518642,,,,
1212,2001/6/20,1573.1,-5.25,-0.00333736,,,,
1213,2001/7/20,1567.85,4.1,0.00261505,,,,
1214,2001/8/20,1571.95,-21.2,-0.01348643,,,,
1215,2001/9/20,1550.75,2.85,0.00183782,,,,
1216,2001/10/20,1553.6,-1.233333333,-0.00079386,,,,
1217,,1552.366667,-1.233333333,-0.00079449,,,,
1218,,1551.133333,-1.233333333,-0.00079512,,,,
1219,1/13/20,1549.9,-4.8,-0.00309697,,,,
1220,1/14/20,1545.1,3.9,0.00252411,,,,
1221,1/15/20,1549,5.55,0.00358296,,,,
1222,1/16/20,1554.55,3.05,0.00196198,,,,
1223,1/17/20,1557.6,0.85,0.00054571,,,,
1224,,1558.45,0.85,0.00054541,,,,
1225,,1559.3,0.85,0.00054512,,,,
1226,1/20/20,1560.15,-8.85,-0.00567253,,,,
1227,1/21/20,1551.3,5.6,0.00360988,,,,
1228,1/22/20,1556.9,6,0.00385381,,,,
1229,1/23/20,1562.9,1.4,0.00089577,,,,
1230,1/24/20,1564.3,5.266666667,0.00336679,,,,
1231,,1569.566667,5.266666667,0.00335549,,,,
1232,,1574.833333,5.266666667,0.00334427,,,,
1233,1/27/20,1580.1,-6.1,-0.00386052,,,,
1234,1/28/20,1574,-0.55,-0.00034943,,,,
1235,1/29/20,1573.45,4.8,0.00305062,,,,
1236,1/30/20,1578.25,5.95,0.00377,,,,
1237,1/31/20,1584.2,-3.15,-0.00198839,,,,
1238,,1581.05,-3.15,-0.00199235,,,,
1239,,1577.9,-3.15,-0.00199632,,,,
1240,2002/3/20,1574.75,-16.4,-0.01041435,,,,
1241,2002/4/20,1558.35,-5.05,-0.00324061,,,,
1242,2002/5/20,1553.3,10,0.00643791,,,,
1243,2002/6/20,1563.3,9.35,0.00598094,,,,
1244,2002/7/20,1572.65,0.183333333,0.00011658,,,,
1245,,1572.833333,0.183333333,0.00011656,,,,
1246,,1573.016667,0.183333333,0.00011655,,,,
1247,2002/10/20,1573.2,-2.7,-0.00171625,,,,
1248,2002/11/20,1570.5,-6.8,-0.00432983,,,,
1249,2002/12/20,1563.7,11.35,0.00725843,,,,
1250,2/13/20,1575.05,6.35,0.00403162,,,,
1251,2/14/20,1581.4,-0.2,-0.00012647,,,,
1252,,1581.2,-0.2,-0.00012649,,,,
1253,,1581,-0.2,-0.0001265,,,,
1254,2/17/20,1580.8,9.05,0.00572495,,,,
1255,2/18/20,1589.85,14.35,0.00902601,,,,
1256,2/19/20,1604.2,14.8,0.00922578,,,,
1257,2/20/20,1619,24.3,0.01500926,,,,
1258,2/21/20,1643.3,9.45,0.00575062,,,,
1259,,1652.75,9.45,0.00571774,,,,
1260,,1662.2,9.45,0.00568524,,,,
1261,2/24/20,1671.65,-21.35,-0.01277181,,,,
1262,2/25/20,1650.3,-15.4,-0.00933164,,,,
1263,2/26/20,1634.9,17.1,0.01045936,,,,
1264,2/27/20,1652,-42.15,-0.02551453,,,,
1265,2/28/20,1609.85,-3.4,-0.002112,,,,
1266,,1606.45,-3.4,-0.00211647,,,,
1267,,1603.05,-3.4,-0.00212096,,,,
1268,2003/2/20,1599.65,15.85,0.00990842,,,,
1269,2003/3/20,1615.5,26.35,0.01631074,,,,
1270,2003/4/20,1641.85,17.75,0.01081098,,,,
1271,2003/5/20,1659.6,24.05,0.01449144,,,,
1272,2003/6/20,1683.65,-3.716666667,-0.00220751,,,,
1273,,1679.933333,-3.716666667,-0.00221239,,,,
1274,,1676.216667,-3.716666667,-0.00221729,,,,
1275,2003/9/20,1672.5,-16.8,-0.01004484,,,,
1276,2003/10/20,1655.7,-1.95,-0.00117775,,,,
1277,2003/11/20,1653.75,-83.05,-0.0502192,,,,
1278,2003/12/20,1570.7,-7.9,-0.0050296,,,,
1279,3/13/20,1562.8,-25.03333333,-0.01601826,,,,
1280,,1537.766667,-25.03333333,-0.01627902,,,,
1281,,1512.733333,-25.03333333,-0.01654841,,,,
1282,3/16/20,1487.7,48.5,0.03260066,,,,
1283,3/17/20,1536.2,-38,-0.02473636,,,,
1284,3/18/20,1498.2,-23.95,-0.01598585,,,,
1285,3/19/20,1474.25,20.15,0.01366797,,,,
1286,3/20/20,1494.4,10.33333333,0.0069147,,,,
1287,,1504.733333,10.33333333,0.00686722,,,,
1288,,1515.066667,10.33333333,0.00682038,,,,
1289,3/23/20,1525.4,80.35,0.05267471,,,,
1290,3/24/20,1605.75,-0.3,-0.00018683,,,,
1291,3/25/20,1605.45,29.35,0.01828148,,,,
1292,3/26/20,1634.8,-17.5,-0.01070467,,,,
1293,3/27/20,1617.3,0.333333333,0.0002061,,,,
1294,,1617.633333,0.333333333,0.00020606,,,,
1295,,1617.966667,0.333333333,0.00020602,,,,
1296,3/30/20,1618.3,-9.35,-0.00577767,,,,
1297,3/31/20,1608.95,-32.4,-0.02013736,,,,
1298,2004/1/20,1576.55,40.25,0.02553043,,,,
1299,2004/2/20,1616.8,-3.7,-0.00228847,,,,
1300,2004/3/20,1613.1,11.73333333,0.00727378,,,,
1301,,1624.833333,11.73333333,0.00722125,,,,
1302,,1636.566667,11.73333333,0.00716948,,,,
1303,2004/6/20,1648.3,0.95,0.00057635,,,,
1304,2004/7/20,1649.25,-1.45,-0.00087919,,,,
1305,2004/8/20,1647.8,32.85,0.01993567,,,,
1306,2004/9/20,1680.65,12.25,0.00728885,,,,
1307,,1692.9,12.25,0.0072361,,,,
1308,,1705.15,12.25,0.00718412,,,,
1309,,1717.4,12.25,0.00713288,,,,
1310,,1729.65,12.25,0.00708236,,,,
1311,4/14/20,1741.9,-23.25,-0.01334749,,,,
1312,4/15/20,1718.65,10.85,0.00631309,,,,
1313,4/16/20,1729.5,-36.95,-0.02136456,,,,
1314,4/17/20,1692.55,-2.116666667,-0.00125058,,,,
1315,,1690.433333,-2.116666667,-0.00125214,,,,
1316,,1688.316667,-2.116666667,-0.00125371,,,,
1317,4/20/20,1686.2,-4.15,-0.00246116,,,,
1318,4/21/20,1682.05,28.5,0.01694361,,,,
1319,4/22/20,1710.55,25.7,0.01502441,,,,
1320,4/23/20,1736.25,-20.35,-0.01172066,,,,
1321,4/24/20,1715.9,-0.316666667,-0.00018455,,,,
1322,,1715.583333,-0.316666667,-0.00018458,,,,
1323,,1715.266667,-0.316666667,-0.00018462,,,,
1324,4/27/20,1714.95,-23.4,-0.01364471,,,,
1325,4/28/20,1691.55,11.8,0.00697585,,,,
1326,4/29/20,1703.35,-0.6,-0.00035225,,,,
1327,4/30/20,1702.75,-16.5,-0.00969021,,,,
1328,2005/1/20,1686.25,7.616666667,0.00451693,,,,
1329,,1693.866667,7.616666667,0.00449662,,,,
1330,,1701.483333,7.616666667,0.00447649,,,,
1331,2005/4/20,1709.1,-9.55,-0.00558774,,,,
1332,2005/5/20,1699.55,-8.05,-0.00473655,,,,
1333,2005/6/20,1691.5,12.55,0.00741945,,,,
1334,2005/7/20,1704.05,-0.325,-0.00019072,,,,
1335,,1703.725,-0.325,-0.00019076,,,,
1336,,1703.4,-0.325,-0.00019079,,,,
1337,,1703.075,-0.325,-0.00019083,,,,
1338,2005/11/20,1702.75,-0.35,-0.00020555,,,,
1339,2005/12/20,1702.4,6,0.00352444,,,,
1340,5/13/20,1708.4,23.2,0.01357996,,,,
1341,5/14/20,1731.6,3.75,0.00216563,,,,
1342,5/15/20,1735.35,-0.216666667,-0.00012485,,,,
1343,,1735.133333,-0.216666667,-0.00012487,,,,
1344,,1734.916667,-0.216666667,-0.00012489,,,,
1345,5/18/20,1734.7,3.25,0.00187352,,,,
1346,5/19/20,1737.95,10.35,0.00595529,,,,
1347,5/20/20,1748.3,-23.4,-0.01338443,,,,
1348,5/21/20,1724.9,8.65,0.00501478,,,,
1349,5/22/20,1733.55,-3.325,-0.00191803,,,,
1350,,1730.225,-3.325,-0.00192172,,,,
1351,,1726.9,-3.325,-0.00192542,,,,
1352,,1723.575,-3.325,-0.00192913,,,,
1353,5/26/20,1720.25,-25.65,-0.01491062,,,,
1354,5/27/20,1694.6,22.75,0.013425,,,,
1355,5/28/20,1717.35,11.35,0.00660902,,,,
1356,5/29/20,1728.7,0.633333333,0.00036636,,,,
1357,,1729.333333,0.633333333,0.00036623,,,,
1358,,1729.966667,0.633333333,0.0003661,,,,
1359,2006/1/20,1730.6,11.55,0.00667399,,,,
1360,2006/2/20,1742.15,-36.8,-0.02112332,,,,
1361,2006/3/20,1705.35,-5.3,-0.00310787,,,,
1362,2006/4/20,1700.05,-16.6,-0.00976442,,,,
1363,2006/5/20,1683.45,2.3,0.00136624,,,,
1364,,1685.75,2.3,0.00136438,,,,
1365,,1688.05,2.3,0.00136252,,,,
1366,2006/8/20,1690.35,23.15,0.01369539,,,,
1367,2006/9/20,1713.5,8.55,0.00498979,,,,
1368,2006/10/20,1722.05,16.2,0.00940739,,,,
1369,2006/11/20,1738.25,-4.75,-0.00273263,,,,
1370,2006/12/20,1733.5,-7.683333333,-0.00443227,,,,
1371,,1725.816667,-7.683333333,-0.004452,,,,
1372,,1718.133333,-7.683333333,-0.00447191,,,,
1373,6/15/20,1710.45,9.4,0.00549563,,,,
1374,6/16/20,1719.85,4.5,0.00261651,,,,
1375,6/17/20,1724.35,-4.85,-0.00281265,,,,
1376,6/18/20,1719.5,15.25,0.00886886,,,,
1377,6/19/20,1734.75,9.033333333,0.00520728,,,,
1378,,1743.783333,9.033333333,0.00518031,,,,
1379,,1752.816667,9.033333333,0.00515361,,,,
1380,6/22/20,1761.85,7.05,0.00400148,,,,
1381,6/23/20,1768.9,-2.85,-0.00161117,,,,
1382,6/24/20,1766.05,-9.5,-0.00537924,,,,
1383,6/25/20,1756.55,-8.95,-0.00509522,,,,
1384,6/26/20,1747.6,8,0.00457771,,,,
1385,,1755.6,8,0.00455685,,,,
1386,,1763.6,8,0.00453618,,,,
1387,6/29/20,1771.6,-3.5,-0.00197562,,,,
1388,6/30/20,1768.1,2.95,0.00166846,,,,
1389,2007/1/20,1771.05,6.4,0.00361368,,,,
1390,2007/2/20,1777.45,-4.55,-0.00255985,,,,
1391,2007/3/20,1772.9,5,0.00282024,,,,
1392,,1777.9,5,0.00281231,,,,
1393,,1782.9,5,0.00280442,,,,
1394,2007/6/20,1787.9,1.65,0.00092287,,,,
1395,2007/7/20,1789.55,21.55,0.01204213,,,,
1396,2007/8/20,1811.1,1,0.00055215,,,,
1397,2007/9/20,1812.1,-9,-0.00496661,,,,
1398,2007/10/20,1803.1,1.466666667,0.00081341,,,,
1399,,1804.566667,1.466666667,0.00081275,,,,
1400,,1806.033333,1.466666667,0.00081209,,,,
1401,7/13/20,1807.5,-5.6,-0.0030982,,,,
1402,7/14/20,1801.9,2.7,0.00149842,,,,
1403,7/15/20,1804.6,3.1,0.00171783,,,,
1404,7/16/20,1807.7,-0.35,-0.00019362,,,,
1405,7/17/20,1807.35,2.766666667,0.00153079,,,,
1406,,1810.116667,2.766666667,0.00152845,,,,
1407,,1812.883333,2.766666667,0.00152611,,,,
1408,7/20/20,1815.65,26.9,0.01481563,,,,
1409,7/21/20,1842.55,9.85,0.00534585,,,,
1410,7/22/20,1852.4,25.9,0.01398186,,,,
1411,7/23/20,1878.3,23.8,0.01267103,,,,
1412,7/24/20,1902.1,11.51666667,0.00605471,,,,
1413,,1913.616667,11.51666667,0.00601827,,,,
1414,,1925.133333,11.51666667,0.00598227,,,,
1415,7/27/20,1936.65,4.25,0.00219451,,,,
1416,7/28/20,1940.9,10,0.00515225,,,,
1417,7/29/20,1950.9,6.75,0.00345994,,,,
1418,7/30/20,1957.65,7.25,0.00370342,,,,
1419,7/31/20,1964.9,-2.116666667,-0.00107724,,,,
1420,,1962.783333,-2.116666667,-0.0010784,,,,
1421,,1960.666667,-2.116666667,-0.00107956,,,,
1422,2008/3/20,1958.55,19.35,0.00987976,,,,
1423,2008/4/20,1977.9,70.25,0.03551747,,,,
1424,2008/5/20,2048.15,19,0.00927666,,,,
1425,2008/6/20,2067.15,-36,-0.01741528,,,,
1426,2008/7/20,2031.15,4.45,0.00219088,,,,
1427,,2035.6,4.45,0.00218609,,,,
1428,,2040.05,4.45,0.00218132,,,,
1429,2008/10/20,2044.5,-104.85,-0.05128393,,,,
1430,2008/11/20,1939.65,-7.75,-0.00399557,,,,
1431,2008/12/20,1931.9,12.35,0.00639267,,,,
1432,8/13/20,1944.25,0.5,0.00025717,,,,
1433,8/14/20,1944.75,9.366666667,0.00481639,,,,
1434,,1954.116667,9.366666667,0.0047933,,,,
1435,,1963.483333,9.366666667,0.00477043,,,,
1436,8/17/20,1972.85,35.9,0.01819702,,,,
1437,8/18/20,2008.75,-27.75,-0.01381456,,,,
1438,8/19/20,1981,-53.85,-0.02718324,,,,
1439,8/20/20,1927.15,-2.8,-0.00145292,,,,
1440,8/21/20,1924.35,6.533333333,0.00339509,,,,
1441,,1930.883333,6.533333333,0.0033836,,,,
1442,,1937.416667,6.533333333,0.00337219,,,,
1443,8/24/20,1943.95,-32.8,-0.01687286,,,,
1444,8/25/20,1911.15,21.8,0.01140674,,,,
1445,8/26/20,1932.95,-9.1,-0.00470783,,,,
1446,8/27/20,1923.85,33.5,0.017413,,,,
1447,8/28/20,1957.35,3.75,0.00191586,,,,
1448,,1961.1,3.75,0.00191219,,,,
1449,,1964.85,3.75,0.00190854,,,,
1450,,1968.6,3.75,0.00190491,,,,
1451,2009/1/20,1972.35,-25.3,-0.01282734,,,,
1452,2009/2/20,1947.05,-6.6,-0.00338974,,,,
1453,2009/3/20,1940.45,-14.15,-0.00729212,,,,
1454,2009/4/20,1926.3,0.716666667,0.00037204,,,,
1455,,1927.016667,0.716666667,0.0003719,,,,
1456,,1927.733333,0.716666667,0.00037177,,,,
1457,2009/7/20,1928.45,-17.5,-0.00907465,,,,
1458,2009/8/20,1910.95,36.25,0.01896962,,,,
1459,2009/9/20,1947.2,19.05,0.00978328,,,,
1460,2009/10/20,1966.25,-18.85,-0.00958678,,,,
1461,2009/11/20,1947.4,3.766666667,0.0019342,,,,
1462,,1951.166667,3.766666667,0.00193047,,,,
1463,,1954.933333,3.766666667,0.00192675,,,,
1464,9/14/20,1958.7,-9.35,-0.00477357,,,,
1465,9/15/20,1949.35,12.45,0.00638674,,,,
1466,9/16/20,1961.8,-25.55,-0.01302375,,,,
1467,9/17/20,1936.25,14.6,0.00754035,,,,
1468,9/18/20,1950.85,-13.83333333,-0.00709093,,,,
1469,,1937.016667,-13.83333333,-0.00714157,,,,
1470,,1923.183333,-13.83333333,-0.00719294,,,,
1471,9/21/20,1909.35,-3.35,-0.00175452,,,,
1472,9/22/20,1906,-32.6,-0.01710388,,,,
1473,9/23/20,1873.4,-11.65,-0.00621864,,,,
1474,9/24/20,1861.75,-2.05,-0.00110111,,,,
1475,9/25/20,1859.7,1.533333333,0.00082451,,,,
1476,,1861.233333,1.533333333,0.00082383,,,,
1477,,1862.766667,1.533333333,0.00082315,,,,
1478,9/28/20,1864.3,19.65,0.01054015,,,,
1479,9/29/20,1883.95,2.95,0.00156586,,,,
1480,9/30/20,1886.9,15.1,0.00800254,,,,
1481,2010/1/20,1902,1.05,0.00055205,,,,
1482,2010/2/20,1903.05,2.183333333,0.00114728,,,,
1483,,1905.233333,2.183333333,0.00114597,,,,
1484,,1907.416667,2.183333333,0.00114465,,,,
1485,2010/5/20,1909.6,3.8,0.00198995,,,,
1486,2010/6/20,1913.4,-28.9,-0.015104,,,,
1487,2010/7/20,1884.5,2.95,0.0015654,,,,
1488,2010/8/20,1887.45,35.8,0.01896739,,,,
1489,2010/9/20,1923.25,0.75,0.00038996,,,,
1490,,1924,0.75,0.00038981,,,,
1491,,1924.75,0.75,0.00038966,,,,
1492,2010/12/20,1925.5,-34.2,-0.01776162,,,,
1493,10/13/20,1891.3,18.75,0.00991382,,,,
1494,10/14/20,1910.05,-18.15,-0.00950237,,,,
1495,10/15/20,1891.9,13.15,0.00695068,,,,
1496,10/16/20,1905.05,0.183333333,0.00009624,,,,
1497,,1905.233333,0.183333333,0.00009623,,,,
1498,,1905.416667,0.183333333,0.00009622,,,,
1499,10/19/20,1905.6,-7.2,-0.00377834,,,,
1500,10/20/20,1898.4,25.75,0.01356405,,,,
1501,10/21/20,1924.15,-23.2,-0.01205727,,,,
1502,10/22/20,1900.95,2.7,0.00142034,,,,
1503,10/23/20,1903.65,-1.733333333,-0.00091053,,,,
1504,,1901.916667,-1.733333333,-0.00091136,,,,
1505,,1900.183333,-1.733333333,-0.00091219,,,,
1506,10/26/20,1898.45,7.25,0.0038189,,,,
1507,10/27/20,1905.7,-35.75,-0.01875951,,,,
1508,10/28/20,1869.95,0.35,0.00018717,,,,
1509,10/29/20,1870.3,11.55,0.00617548,,,,
1510,10/30/20,1881.85,2.683333333,0.0014259,,,,
1511,,1884.533333,2.683333333,0.00142387,,,,
1512,,1887.216667,2.683333333,0.00142185,,,,
1513,2011/2/20,1889.9,18.4,0.00973596,,,,
1514,2011/3/20,1908.3,-8.15,-0.00427082,,,,
1515,2011/4/20,1900.15,38.3,0.0201563,,,,
1516,2011/5/20,1938.45,2.35,0.00121231,,,,
1517,2011/6/20,1940.8,-24.5,-0.01262366,,,,
