Date,Date,Value,D-value,Rate
1067,8/14/19,10858.12,-841.16,-0.07746829 
1068,8/15/19,10016.96,285.21,0.02847271 
1069,8/16/19,10302.17,57.27,0.00555902 
1070,8/17/19,10359.44,-144.92,-0.01398917 
1071,8/18/19,10214.52,103.08,0.01009152 
1072,8/19/19,10317.6,599.66,0.05812011 
1073,8/20/19,10917.26,-156.7,-0.01435342 
1074,8/21/19,10760.56,-631.16,-0.05865494 
1075,8/22/19,10129.4,-17.42,-0.00171975 
1076,8/23/19,10111.98,293.83,0.02905761 
1077,8/24/19,10405.81,-262.01,-0.02517920 
1078,8/25/19,10143.8,-8.74,-0.00086161 
1079,8/26/19,10135.06,225.22,0.02222187 
1080,8/27/19,10360.28,-188.33,-0.01817808 
1081,8/28/19,10171.95,-454.13,-0.04464532 
1082,8/29/19,9717.82,-233.27,-0.02400435 
1083,8/30/19,9484.55,93.44,0.00985181 
1084,8/31/19,9577.99,22.91,0.00239194 
1085,2009/1/19,9600.9,168.89,0.01759106 
1086,2009/2/19,9769.79,616.85,0.06313851 
1087,2009/3/19,10386.64,234.65,0.02259152 
1088,2009/4/19,10621.29,-37.13,-0.00349581 
1089,2009/5/19,10584.16,-6.36,-0.00060090 
1090,2009/6/19,10577.8,-260.33,-0.02461098 
1091,2009/7/19,10317.47,169.74,0.01645171 
1092,2009/8/19,10487.21,-80.9,-0.00771416 
1093,2009/9/19,10406.31,-92.65,-0.00890325 
1094,2009/10/19,10313.66,-212.63,-0.02061635 
1095,2009/11/19,10101.03,58.29,0.00577070 
1096,2009/12/19,10159.32,260.84,0.02567495 
1097,9/13/19,10420.16,-56.26,-0.00539915 
1098,9/14/19,10363.9,-2.57,-0.00024798 
1099,9/15/19,10361.33,-50.9,-0.00491250 
1100,9/16/19,10310.43,-44.8,-0.00434511 
1101,9/17/19,10265.63,-75.27,-0.00733223 
1102,9/18/19,10190.36,-32.77,-0.00321578 
1103,9/19/19,10157.59,118.29,0.01164548 
1104,9/20/19,10275.88,-102.77,-0.01000109 
1105,9/21/19,10173.11,-193.62,-0.01903253 
1106,9/22/19,9979.49,53.56,0.00536701 
1107,9/23/19,10033.05,-349.67,-0.03485181 
1108,9/24/19,9683.38,-1129.77,-0.11667104 
1109,9/25/19,8553.61,-121.38,-0.01419050 
1110,9/26/19,8432.23,-376.59,-0.04466078 
1111,9/27/19,8055.64,138.26,0.01716313 
1112,9/28/19,8193.9,31.1,0.00379551 
1113,9/29/19,8225,-168.26,-0.02045714 
1114,9/30/19,8056.74,251,0.03115404 
1115,2010/1/19,8307.74,15.18,0.00182721 
1116,2010/2/19,8322.92,59.11,0.00710207 
1117,2010/3/19,8382.03,-145.86,-0.01740151 
1118,2010/4/19,8236.17,-80.69,-0.00979703 
1119,2010/5/19,8155.48,-7.79,-0.00095519 
1120,2010/6/19,8147.69,-277.95,-0.03411396 
1121,2010/7/19,7869.74,342.28,0.04349318 
1122,2010/8/19,8212.02,-22.02,-0.00268144 
1123,2010/9/19,8190,397.92,0.04858608 
1124,2010/10/19,8587.92,-1.02,-0.00011877 
1125,2010/11/19,8586.9,-317.17,-0.03693650 
1126,2010/12/19,8269.73,38.28,0.00462893 
1127,10/13/19,8308.01,-24.25,-0.00291887 
1128,10/14/19,8283.76,69.78,0.00842371 
1129,10/15/19,8353.54,-191.38,-0.02291005 
1130,10/16/19,8162.16,-159.65,-0.01955977 
1131,10/17/19,8002.51,74.27,0.00928084 
1132,10/18/19,8076.78,-122.63,-0.01518303 
1133,10/19/19,7954.15,5.89,0.00074049 
1134,10/20/19,7960.04,271.02,0.03404757 
1135,10/21/19,8231.06,-8.54,-0.00103753 
1136,10/22/19,8222.52,-195.76,-0.02380779 
1137,10/23/19,8026.76,-557.2,-0.06941780 
1138,10/24/19,7469.56,-37.68,-0.00504447 
1139,10/25/19,7431.88,1234.91,0.16616388 
1140,10/26/19,8666.79,593.01,0.06842326 
1141,10/27/19,9259.8,291.74,0.03150608 
1142,10/28/19,9551.54,-332.78,-0.03484046 
1143,10/29/19,9218.76,214.59,0.02327753 
1144,10/30/19,9433.35,-268.73,-0.02848723 
1145,10/31/19,9164.62,-16.64,-0.00181568 
1146,2011/1/19,9147.98,105.01,0.01147904 
1147,2011/2/19,9252.99,48.19,0.00520805 
1148,2011/3/19,9301.18,-95.02,-0.01021591 
1149,2011/4/19,9206.16,211.89,0.02301611 
1150,2011/5/19,9418.05,-107.86,-0.01145248 
1151,2011/6/19,9310.19,33.15,0.00356061 
1152,2011/7/19,9343.34,-139.1,-0.01488761 
1153,2011/8/19,9204.24,-438.2,-0.04760849 
1154,2011/9/19,8766.04,43.37,0.00494750 
1155,2011/10/19,8809.41,227.71,0.02584850 
1156,2011/11/19,9037.12,-319.31,-0.03533316 
1157,2011/12/19,8717.81,83.71,0.00960218 
1158,11/13/19,8801.52,-39.1,-0.00444241 
1159,11/14/19,8762.42,-130.1,-0.01484750 
1160,11/15/19,8632.32,-174.63,-0.02022979 
1161,11/16/19,8457.69,25.01,0.00295707 
1162,11/17/19,8482.7,21.23,0.00250274 
1163,11/18/19,8503.93,-327.94,-0.03856335 
1164,11/19/19,8175.99,-55.19,-0.00675025 
1165,11/20/19,8120.8,-38.99,-0.00480125 
1166,11/21/19,8081.81,-464.74,-0.05750445 
1167,11/22/19,7617.07,-330.72,-0.04341827 
1168,11/23/19,7286.35,37.68,0.00517131 
1169,11/24/19,7324.03,-416.63,-0.05688535 
1170,11/25/19,6907.4,222.85,0.03226250 
1171,11/26/19,7130.25,33.38,0.00468146 
1172,11/27/19,7163.63,360.2,0.05028177 
1173,11/28/19,7523.83,-92.83,-0.01233813 
1174,11/29/19,7431,326.47,0.04393352 
1175,11/30/19,7757.47,-199.75,-0.02574937 
1176,2012/1/19,7557.72,-155.03,-0.02051280 
1177,2012/2/19,7402.69,-93.1,-0.01257651 
1178,2012/3/19,7309.59,-12.82,-0.00175386 
1179,2012/4/19,7296.77,-103.92,-0.01424192 
1180,2012/5/19,7192.85,203.12,0.02823915 
1181,2012/6/19,7395.97,151.22,0.02044627 
1182,2012/7/19,7547.19,-42.36,-0.00561268 
1183,2012/8/19,7504.83,17.56,0.00233983 
1184,2012/9/19,7522.39,-184.97,-0.02458926 
1185,2012/10/19,7337.42,-116.66,-0.01589932 
1186,2012/11/19,7220.76,-18.45,-0.00255513 
1187,2012/12/19,7202.31,-13.15,-0.00182580 
1188,12/13/19,7189.16,62.71,0.00872285 
1189,12/14/19,7251.87,-184.13,-0.02539069 
1190,12/15/19,7067.74,43.4,0.00614058 
1191,12/16/19,7111.14,-231.6,-0.03256862 
1192,12/17/19,6879.54,-267.42,-0.03887179 
1193,12/18/19,6612.12,672.17,0.10165726 
1194,12/19/19,7284.29,-133.43,-0.01831750 
1195,12/20/19,7150.86,39.31,0.00549724 
1196,12/21/19,7190.17,-46.97,-0.00653253 
1197,12/22/19,7143.2,371.21,0.05196691 
1198,12/23/19,7514.41,-192.33,-0.02559482 
1199,12/24/19,7322.08,-71.39,-0.00974996 
1200,12/25/19,7250.69,-57.97,-0.00799510 
1201,12/26/19,7192.72,1.68,0.00023357 
1202,12/27/19,7194.4,49.53,0.00688452 
1203,12/28/19,7243.93,57.14,0.00788798 
1204,12/29/19,7301.07,84.29,0.01154488 
1205,12/30/19,7385.36,-165.76,-0.02244440 
1206,12/31/19,7219.6,-51.29,-0.00710427 
1207,2001/1/20,7168.31,7.37,0.00102814 
1208,2001/2/20,7175.68,-231.35,-0.03224085 
1209,2001/3/20,6944.33,382.02,0.05501179 
1210,2001/4/20,7326.35,21.54,0.00294007 
1211,2001/5/20,7347.89,3.68,0.00050082 
1212,2001/6/20,7351.57,407.67,0.05545346 
1213,2001/7/20,7759.24,406.23,0.05235435 
1214,2001/8/20,8165.47,-122.82,-0.01504139 
1215,2001/9/20,8042.65,-224.73,-0.02794228 
1216,2001/10/20,7817.92,366.74,0.04691018 
1217,2001/11/20,8184.66,-163.17,-0.01993608 
1218,2001/12/20,8021.49,152.48,0.01900894 
1219,1/13/20,8173.97,-68.73,-0.00840840 
1220,1/14/20,8105.24,737.18,0.09095104 
1221,1/15/20,8842.42,-28.53,-0.00322649 
1222,1/16/20,8813.89,-91.86,-0.01042219 
1223,1/17/20,8722.03,178.31,0.02044364 
1224,1/18/20,8900.34,10.51,0.00118085 
1225,1/19/20,8910.85,-207.49,-0.02328510 
1226,1/20/20,8703.36,-76.89,-0.00883452 
1227,1/21/20,8626.47,95.79,0.01110419 
1228,1/22/20,8722.26,-63.32,-0.00725959 
1229,1/23/20,8658.94,-270.83,-0.03127750 
1230,1/24/20,8388.11,40.06,0.00477581 
1231,1/25/20,8428.17,-100.81,-0.01196108 
1232,1/26/20,8327.36,261.06,0.03134967 
1233,1/27/20,8588.42,307.36,0.03578772 
1234,1/28/20,8895.78,489.91,0.05507218 
1235,1/29/20,9385.69,-105.88,-0.01128100 
1236,1/30/20,9279.81,222.56,0.02398325 
1237,1/31/20,9502.37,-168.6,-0.01774294 
1238,2002/1/20,9333.77,44.32,0.00474835 
1239,2002/2/20,9378.09,-63.53,-0.00677430 
1240,2002/3/20,9314.56,-152.42,-0.01636363 
1241,2002/4/20,9162.14,0,0.00000000 
1242,2002/5/20,9162.14,452.76,0.04941640 
1243,2002/6/20,9614.9,140.76,0.01463978 
1244,2002/7/20,9755.66,51.88,0.00531794 
1245,2002/8/20,9807.54,99.58,0.01015341 
1246,2002/9/20,9907.12,255.29,0.02576834 
1247,2002/10/20,10162.41,-307.62,-0.03027038 
1248,2002/11/20,9854.79,420.59,0.04267874 
1249,2002/12/20,10275.38,78.92,0.00768049 
1250,2/13/20,10354.3,-111.87,-0.01080421 
1251,2/14/20,10242.43,126.1,0.01231153 
1252,2/15/20,10368.53,-464.36,-0.04478552 
1253,2/16/20,9904.17,33.5,0.00338241 
1254,2/17/20,9937.67,-233.74,-0.02352060 
1255,2/18/20,9703.93,476.72,0.04912649 
1256,2/19/20,10180.65,-575.93,-0.05657104 
1257,2/20/20,9604.72,2.14,0.00022281 
1258,2/21/20,9606.86,89.72,0.00933916 
1259,2/22/20,9696.58,-26.95,-0.00277933 
1260,2/23/20,9669.63,319.76,0.03306848 
1261,2/24/20,9989.39,-325.64,-0.03259859 
1262,2/25/20,9663.75,-354.6,-0.03669383 
1263,2/26/20,9309.15,-523.63,-0.05624896 
1264,2/27/20,8785.52,19.2,0.00218541 
1265,2/28/20,8804.72,-92.37,-0.01049096 
1266,2/29/20,8712.35,-178.18,-0.02045143 
1267,2003/1/20,8534.17,378.65,0.04436870 
1268,2003/2/20,8912.82,0,0.00000000 
1269,2003/3/20,8912.82,-158.48,-0.01778113 
1270,2003/4/20,8754.34,4.56,0.00052088 
1271,2003/5/20,8758.9,308.49,0.03522018 
1272,2003/6/20,9067.39,88.5,0.00976025 
1273,2003/7/20,9155.89,-257.26,-0.02809776 
1274,2003/8/20,8898.63,-859.25,-0.09655981 
1275,2003/9/20,8039.38,-107.44,-0.01336421 
1276,2003/10/20,7931.94,-46.48,-0.00585985 
1277,2003/11/20,7885.46,51.19,0.00649169 
1278,2003/12/20,7936.65,-3106.44,-0.39140443 
1279,3/13/20,4830.21,778.82,0.16123937 
1280,3/14/20,5609.03,-442.77,-0.07893878 
1281,3/15/20,5166.26,182.18,0.03526342 
1282,3/16/20,5348.44,-322.09,-0.06022130 
1283,3/17/20,5026.35,331.26,0.06590468 
1284,3/18/20,5357.61,52.62,0.00982154 
1285,3/19/20,5410.23,784.97,0.14508995 
1286,3/20/20,6195.2,31.24,0.00504261 
1287,3/21/20,6226.44,-36.59,-0.00587655 
1288,3/22/20,6189.85,-367.23,-0.05932777 
1289,3/23/20,5822.62,679.54,0.11670691 
1290,3/24/20,6502.16,266.33,0.04096023 
1291,3/25/20,6768.49,-70.03,-0.01034647 
1292,3/26/20,6698.46,65.29,0.00974702 
1293,3/27/20,6763.75,-394.66,-0.05834929 
1294,3/28/20,6369.09,-108.14,-0.01697888 
1295,3/29/20,6260.95,-375.54,-0.05998131 
1296,3/30/20,5885.41,519.88,0.08833369 
1297,3/31/20,6405.29,22.99,0.00358922 
1298,2004/1/20,6428.28,224.59,0.03493781 
1299,2004/2/20,6652.87,156.24,0.02348460 
1300,2004/3/20,6809.11,-67.44,-0.00990438 
1301,2004/4/20,6741.67,130.02,0.01928602 
1302,2004/5/20,6871.69,-94.25,-0.01371569 
1303,2004/6/20,6777.44,565.76,0.08347695 
1304,2004/7/20,7343.2,-137.65,-0.01874523 
1305,2004/8/20,7205.55,159.48,0.02213294 
1306,2004/9/20,7365.03,-71.34,-0.00968631 
1307,2004/10/20,7293.69,-420.45,-0.05764572 
1308,2004/11/20,6873.24,18.36,0.00267123 
1309,2004/12/20,6891.6,23.77,0.00344913 
1310,4/13/20,6915.37,-57.71,-0.00834518 
1311,4/14/20,6857.66,14.29,0.00208380 
1312,4/15/20,6871.95,-248.15,-0.03611057 
1313,4/16/20,6623.8,488.47,0.07374468 
1314,4/17/20,7112.27,-77.38,-0.01087979 
1315,4/18/20,7034.89,224.47,0.03190810 
1316,4/19/20,7259.36,-129.32,-0.01781424 
1317,4/20/20,7130.04,-289.8,-0.04064493 
1318,4/21/20,6840.24,12.28,0.00179526 
1319,4/22/20,6852.52,278.47,0.04063760 
1320,4/23/20,7130.99,346.61,0.04860615 
1321,4/24/20,7477.6,29.48,0.00394244 
1322,4/25/20,7507.08,42.44,0.00565333 
1323,4/26/20,7549.52,149.75,0.01983570 
1324,4/27/20,7699.27,91.39,0.01186996 
1325,4/28/20,7790.66,-25.33,-0.00325133 
1326,4/29/20,7765.33,1012.3,0.13036149 
1327,4/30/20,8777.63,-148.86,-0.01695902 
1328,2005/1/20,8628.77,195.89,0.02270196 
1329,2005/2/20,8824.66,149.16,0.01690263 
1330,2005/3/20,8973.82,-69.87,-0.00778598 
1331,2005/4/20,8903.95,-18.02,-0.00202382 
1332,2005/5/20,8885.93,145.03,0.01632131 
1333,2005/6/20,9030.96,139.83,0.01548340 
1334,2005/7/20,9170.79,831.69,0.09068902 
1335,2005/8/20,10002.48,-180.68,-0.01806352 
1336,2005/9/20,9821.8,-294.41,-0.02997516 
1337,2005/10/20,9527.39,-772.93,-0.08112715 
1338,2005/11/20,8754.46,-137.21,-0.01567315 
1339,2005/12/20,8617.25,197.28,0.02289361 
1340,5/13/20,8814.53,491.4,0.05574886 
1341,5/14/20,9305.93,484.38,0.05205068 
1342,5/15/20,9790.31,-486.72,-0.04971446 
1343,5/16/20,9303.59,82.11,0.00882563 
1344,5/17/20,9385.7,283.7,0.03022683 
1345,5/18/20,9669.4,49.97,0.00516785 
1346,5/19/20,9719.37,66.37,0.00682863 
1347,5/20/20,9785.74,-275.07,-0.02810927 
1348,5/21/20,9510.67,-453.1,-0.04764123 
1349,5/22/20,9057.57,109.69,0.01211031 
1350,5/23/20,9167.26,11.06,0.00120647 
1351,5/24/20,9178.32,-447.59,-0.04876601 
1352,5/25/20,8730.73,168.93,0.01934890 
1353,5/26/20,8899.66,-56.81,-0.00638339 
1354,5/27/20,8842.85,354.69,0.04011037 
1355,5/28/20,9197.54,371.67,0.04040972 
1356,5/29/20,9569.21,-143.23,-0.01496780 
1357,5/30/20,9425.98,272.12,0.02886915 
1358,5/31/20,9698.1,-247.26,-0.02549572 
1359,2006/1/20,9450.84,753.39,0.07971672 
1360,2006/2/20,10204.23,-678.66,-0.06650771 
1361,2006/3/20,9525.57,132.47,0.01390678 
1362,2006/4/20,9658.04,136.52,0.01413537 
1363,2006/5/20,9794.56,-170.81,-0.01743927 
1364,2006/6/20,9623.75,46.68,0.00485050 
1365,2006/7/20,9670.43,83.42,0.00862630 
1366,2006/8/20,9753.85,28.74,0.00294653 
1367,2006/9/20,9782.59,-7.44,-0.00076053 
1368,2006/10/20,9775.15,116.98,0.01196708 
1369,2006/11/20,9892.13,-605.71,-0.06123150 
1370,2006/12/20,9286.42,173.55,0.01868858 
1371,6/13/20,9459.97,13.53,0.00143024 
1372,6/14/20,9473.5,-143.43,-0.01514013 
1373,6/15/20,9330.07,96.63,0.01035684 
1374,6/16/20,9426.7,99.3,0.01053391 
1375,6/17/20,9526,-71.19,-0.00747323 
1376,6/18/20,9454.81,-74.78,-0.00790920 
1377,6/19/20,9380.03,-79.88,-0.00851596 
1378,6/20/20,9300.15,57.28,0.00615904 
1379,6/21/20,9357.43,-72.65,-0.00776388 
1380,6/22/20,9284.78,407.12,0.04384810 
1381,6/23/20,9691.9,-70.41,-0.00726483 
1382,6/24/20,9621.49,-344.91,-0.03584788 
1383,6/25/20,9276.58,-35.73,-0.00385163 
1384,6/26/20,9240.85,-86.4,-0.00934979 
1385,6/27/20,9154.45,-150.22,-0.01640951 
1386,6/28/20,9004.23,123.24,0.01368690 
1387,6/29/20,9127.47,57.88,0.00634130 
1388,6/30/20,9185.35,-51.38,-0.00559369 
1389,2007/1/20,9133.97,102.41,0.01121199 
1390,2007/2/20,9236.38,-148.4,-0.01606690 
1391,2007/3/20,9087.98,-15.56,-0.00171215 
1392,2007/4/20,9072.42,58.89,0.00649110 
1393,2007/5/20,9131.31,-42.22,-0.00462365 
1394,2007/6/20,9089.09,259.82,0.02858592 
1395,2007/7/20,9348.91,-92.68,-0.00991346 
1396,2007/8/20,9256.23,183.84,0.01986122 
1397,2007/9/20,9440.07,-202.03,-0.02140132 
1398,2007/10/20,9238.04,49.36,0.00534312 
1399,2007/11/20,9287.4,-51.44,-0.00553869 
1400,2007/12/20,9235.96,59.94,0.00648985 
1401,7/13/20,9295.9,-57.77,-0.00621457 
1402,7/14/20,9238.13,16.39,0.00177417 
1403,7/15/20,9254.52,-61.01,-0.00659245 
1404,7/16/20,9193.51,-62.51,-0.00679936 
1405,7/17/20,9131,23.19,0.00253970 
1406,7/18/20,9154.19,20.52,0.00224160 
1407,7/19/20,9174.71,39.95,0.00435436 
1408,7/20/20,9214.66,-50.79,-0.00551187 
1409,7/21/20,9163.87,228.79,0.02496653 
1410,7/22/20,9392.66,144.74,0.01540991 
1411,7/23/20,9537.4,75.71,0.00793822 
1412,7/24/20,9613.11,-61.83,-0.00643184 
1413,7/25/20,9551.28,156.22,0.01635592 
1414,7/26/20,9707.5,231.33,0.02383003 
1415,7/27/20,9938.83,1103.57,0.11103621 
1416,7/28/20,11042.4,-107.46,-0.00973158 
1417,7/29/20,10934.94,167.73,0.01533890 
1418,7/30/20,11102.67,12.26,0.00110424 
1419,7/31/20,11114.93,228.95,0.02059842 
1420,2008/1/20,11343.88,479.81,0.04229682 
1421,2008/2/20,11823.69,-745.92,-0.06308690 
1422,2008/3/20,11077.77,164.8,0.01487664 
1423,2008/4/20,11242.57,-48.32,-0.00429795 
1424,2008/5/20,11194.25,556.03,0.04967104 
1425,2008/6/20,11750.28,22.66,0.00192846 
1426,2008/7/20,11772.94,-167.34,-0.01421395 
1427,2008/8/20,11605.6,162,0.01395878 
1428,2008/9/20,11767.6,-83.54,-0.00709915 
1429,2008/10/20,11684.06,208.97,0.01788505 
1430,2008/11/20,11893.03,-500.6,-0.04209188 
1431,2008/12/20,11392.43,180.68,0.01585965 
1432,8/13/20,11573.11,204.32,0.01765472 
1433,8/14/20,11777.43,-3.05,-0.00025897 
1434,8/15/20,11774.38,99.6,0.00845904 
1435,8/16/20,11873.98,40.03,0.00337124 
1436,8/17/20,11914.01,379.71,0.03187088 
1437,8/18/20,12293.72,-324.19,-0.02637037 
1438,8/19/20,11969.53,-235.53,-0.01967746 
1439,8/20/20,11734,131.82,0.01123402 
1440,8/21/20,11865.82,-343.02,-0.02890824 
1441,8/22/20,11522.8,160.64,0.01394106 
1442,8/23/20,11683.44,-30.42,-0.00260369 
1443,8/24/20,11653.02,110.91,0.00951770 
1444,8/25/20,11763.93,-426.53,-0.03625744 
1445,8/26/20,11337.4,129.97,0.01146383 
1446,8/27/20,11467.37,-165.36,-0.01442005 
1447,8/28/20,11302.01,232.74,0.02059280 
1448,8/29/20,11534.75,-53.11,-0.00460435 
1449,8/30/20,11481.64,226.14,0.01969579 
1450,8/31/20,11707.78,-48.21,-0.00411777 
1451,2009/1/20,11659.57,263.68,0.02261490 
1452,2009/2/20,11923.25,-525.81,-0.04409955 
1453,2009/3/20,11397.44,-1209.93,-0.10615805 
1454,2009/4/20,10187.51,280.38,0.02752194 
1455,2009/5/20,10467.89,-308.27,-0.02944911 
1456,2009/6/20,10159.62,95.31,0.00938126 
1457,2009/7/20,10254.93,112.81,0.01100056 
1458,2009/8/20,10367.74,-246.22,-0.02374867 
1459,2009/9/20,10121.52,106.31,0.01050336 
1460,2009/10/20,10227.83,124.83,0.01220493 
1461,2009/11/20,10352.66,42.78,0.00413227 
1462,2009/12/20,10395.44,51,0.00490600 
1463,9/13/20,10446.44,-115.67,-0.01107267 
1464,9/14/20,10330.77,343.87,0.03328600 
1465,9/15/20,10674.64,110.98,0.01039660 
1466,9/16/20,10785.62,162.81,0.01509510 
1467,9/17/20,10948.43,-4.54,-0.00041467 
1468,9/18/20,10943.89,-12.1,-0.00110564 
1469,9/19/20,10931.79,149.64,0.01368852 
1470,9/20/20,11081.43,-161.78,-0.01459920 
1471,9/21/20,10919.65,-489.19,-0.04479905 
1472,9/22/20,10430.46,101.76,0.00975604 
1473,9/23/20,10532.22,-297.74,-0.02826944 
1474,9/24/20,10234.48,497.95,0.04865416 
1475,9/25/20,10732.43,-39.59,-0.00368882 
1476,9/26/20,10692.84,39.56,0.00369967 
1477,9/27/20,10732.4,41.84,0.00389848 
1478,9/28/20,10774.24,-81.91,-0.00760239 
1479,9/29/20,10692.33,148.47,0.01388565 
1480,9/30/20,10840.8,-62.88,-0.00580031 
1481,2010/1/20,10777.92,-158.68,-0.01472269 
1482,2010/2/20,10619.24,-44.18,-0.00416037 
1483,2010/3/20,10575.06,-23.29,-0.00220235 
1484,2010/4/20,10551.77,121.69,0.01153266 
1485,2010/5/20,10673.46,115.1,0.01078376 
1486,2010/6/20,10788.56,-184.82,-0.01713111 
1487,2010/7/20,10603.74,67.06,0.00632418 
1488,2010/8/20,10670.8,252.5,0.02366271 
1489,2010/9/20,10923.3,139.89,0.01280657 
1490,2010/10/20,11063.19,239.48,0.02164656 
1491,2010/11/20,11302.67,73.94,0.00654182 
1492,2010/12/20,11376.61,163.43,0.01436544 
1493,10/13/20,11540.04,-111.8,-0.00968801 
1494,10/14/20,11428.24,3.08,0.00026951 
1495,10/15/20,11431.32,72.41,0.00633435 
1496,10/16/20,11503.73,-176.16,-0.01531329 
1497,10/17/20,11327.57,38.94,0.00343763 
1498,10/18/20,11366.51,141.69,0.01246557 
1499,10/19/20,11508.2,249.96,0.02172016 
1500,10/20/20,11758.16,167.3,0.01422842 
1501,10/21/20,11925.46,906.1,0.07598030 
1502,10/22/20,12831.56,158.69,0.01236716 
1503,10/23/20,12990.25,-45.73,-0.00352033 
1504,10/24/20,12944.52,183.94,0.01420987 
1505,10/25/20,13128.46,-91.69,-0.00698406 
1506,10/26/20,13036.77,39.6,0.00303756 
1507,10/27/20,13076.37,575.1,0.04398010 
1508,10/28/20,13651.47,-362.47,-0.02655172 
1509,10/29/20,13289,169.66,0.01276695 
1510,10/30/20,13458.66,106.06,0.00788043 
1511,10/31/20,13564.72,245.6,0.01810579 
1512,2011/1/20,13810.32,-51.44,-0.00372475 
1513,2011/2/20,13758.88,-183.71,-0.01335210 
1514,2011/3/20,13575.17,448.14,0.03301174 
1515,2011/4/20,14023.31,132.28,0.00943287 
1516,2011/5/20,14155.59,1435.8,0.10142989 
1517,2011/6/20,15591.39,4.38,0.00028092 
1518,2011/7/20,15595.77,-755.93,-0.04847019 
1519,2011/8/20,14839.84,650.76,0.04385222 
1520,2011/9/20,15490.6,-162.07,-0.01046247 
1521,2011/10/20,15328.53,-11.49,-0.00074958 
1522,2011/11/20,15317.04,391.61,0.02556695 
1523,2011/12/20,15708.65,586.92,0.03736285 
1524,11/13/20,16295.57,43.76,0.00268539 
1525,11/14/20,16339.33,-248.26,-0.01519401 
1526,11/15/20,16091.07,-122.91,-0.00763840 
1527,11/16/20,15968.16,756.99,0.04740621 
1528,11/17/20,16725.15,954.57,0.05707393 
1529,11/18/20,17679.72,118.73,0.00671560 
1530,11/19/20,17798.45,22.12,0.00124280 
1531,11/20/20,17820.57,866.88,0.04864491 
1532,11/21/20,18687.45,12.3,0.00065820 
1533,11/22/20,18699.75,-277.47,-0.01483817 
1534,11/23/20,18422.28,-23.37,-0.00126857 
1535,11/24/20,18398.91,773.61,0.04204651 
1536,11/25/20,19172.52,-432.72,-0.02256980 
1537,11/26/20,18739.8,-1588.36,-0.08475864 
1538,11/27/20,17151.44,-12.57,-0.00073288 
1539,11/28/20,17138.87,593.55,0.03463180 
1540,11/29/20,17732.42,459.18,0.02589494 
1541,11/30/20,18191.6,1518.13,0.08345225 
1542,2012/1/20,19709.73,-917.21,-0.04653590 
1543,2012/2/20,18792.52,434.45,0.02311824 
1544,2012/3/20,19226.97,227.57,0.01183598 
1545,2012/4/20,19454.54,-784.05,-0.04030165 
1546,2012/5/20,18670.49,484.57,0.02595379 
1547,2012/6/20,19155.06,222.6,0.01162095 
1548,2012/7/20,19377.66,-196.25,-0.01012764 
1549,2012/8/20,19181.41,-862.54,-0.04496750 
1550,2012/9/20,18318.87,235.28,0.01284359 
1551,2012/10/20,18554.15,-306.39,-0.01651329 
1552,2012/11/20,18247.76,-218.4,-0.01196859 
1553,2012/12/20,18029.36,774.08,0.04293441 
1554,12/13/20,18803.44,361.04,0.01920074 
1555,12/14/20,19164.48,112.11,0.00584988 
1556,12/15/20,19276.59,163.16,0.00846415 
1557,12/16/20,19439.75,1939.73,0.09978163 
1558,12/17/20,21379.48,1467.98,0.06866304 
1559,12/18/20,22847.46,303.33,0.01327631 
1560,12/19/20,23150.79,719.13,0.03106287 
1561,12/20/20,23869.92,-379.34,-0.01589197 
1562,12/21/20,23490.58,-745.1,-0.03171910 
1563,12/22/20,22745.48,1079.51,0.04746042 
1564,12/23/20,23824.99,-571.62,-0.02399245 
1565,12/24/20,23253.37,462.16,0.01987497 
1566,12/25/20,23715.53,978.05,0.04124091 
1567,12/26/20,24693.58,1749.63,0.07085364 
1568,12/27/20,26443.21,-196.63,-0.00743594 
1569,12/28/20,26246.58,790.11,0.03010335 
1570,12/29/20,27036.69,339.68,0.01256367 
1571,12/30/20,27376.37,1480.22,0.05406926 
1572,12/31/20,28856.59,125.97,0.00436538 
1573,2001/1/21,28982.56,411.19,0.01418750 
1574,2001/2/21,29393.75,2801.71,0.09531652 
1575,2001/3/21,32195.46,805.32,0.02501346 
1576,2001/4/21,33000.78,-965.75,-0.02926446 
1577,2001/5/21,32035.03,2011.64,0.06279501 
1578,2001/6/21,34046.67,2813.74,0.08264362 
1579,2001/7/21,36860.41,2625.63,0.07123171 
1580,2001/8/21,39486.04,1184.21,0.02999060 
1581,2001/9/21,40670.25,-429.53,-0.01056128 
1582,2001/10/21,40240.72,-2000.63,-0.04971656 
1583,2001/11/21,38240.09,-2695.15,-0.07047970 
1584,2001/12/21,35544.94,-1533.12,-0.04313188 
1585,1/13/21,34011.82,3381.31,0.09941573 
1586,1/14/21,37393.13,1765.34,0.04721028 
1587,1/15/21,39158.47,-2329.95,-0.05950054 
1588,1/16/21,36828.52,-763.32,-0.02072633 
1589,1/17/21,36065.2,-272.19,-0.00754716 
1590,1/18/21,35793.01,839.34,0.02344983 
1591,1/19/21,36632.35,-612.22,-0.01671255 
1592,1/20/21,36020.13,-481.15,-0.01335781 
1593,1/21/21,35538.98,-4741.1,-0.13340563 
1594,1/22/21,30797.88,2204.5,0.07157960 
1595,1/23/21,33002.38,-902.64,-0.02735075 
1596,1/24/21,32099.74,177.1,0.00551718 
1597,1/25/21,32276.84,-33.58,-0.00104037 
